ORDERNUMBER,QUANTITYORDERED,PRICEEACH,ORDERLINENUMBER,SALES,ORDERDATE,STATUS,QTR_ID,MONTH_ID,YEAR_ID,PRODUCTLINE,MSRP,PRODUCTCODE,CUSTOMERNAME,PHONE,ADDRESSLINE1,ADDRESSLINE2,CITY,STATE,POSTALCODE,COUNTRY,TERRITORY,CONTACTLASTNAME,CONTACTFIRSTNAME,DEALSIZE
10350,0.21978021978021983,0.6645240700218817,5,0.10882478583775654,2004-12-02,Shipped,4,12,2004,0,136,S10_4757,33,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,14,EMEA,Freyre,Diego,2
10359,0.46153846153846156,0.3801969365426696,6,0.15752973934372352,2004-12-15,Shipped,4,12,2004,0,136,S10_4757,66,26.47.1555,59 rue de l'Abbaye,,Reims,,51100,6,EMEA,Henriot,Paul,2
10373,0.3626373626373627,1.0,3,0.2620547370092797,2005-01-31,Shipped,1,1,2005,0,136,S10_4757,63,981-443655,Torikatu 38,,Oulu,,90110,5,EMEA,Koskitalo,Pirkko,1
10384,0.3076923076923077,1.0,4,0.3209084552452196,2005-02-23,Shipped,1,2,2005,0,136,S10_4757,23,6505551386,7734 Strong St.,,San Francisco,CA,,18,,Brown,Julie,1
10395,0.28571428571428575,1.0,2,0.2123740962761394,2005-03-17,Shipped,1,3,2005,0,136,S10_4757,46,+33 1 46 62 7555,27 rue du Colonel Pierre Avia,,Paris,,75508,6,EMEA,Da Cunha,Daniel,1
10400,0.6373626373626374,1.0,9,0.6749160151669,2005-04-01,Shipped,2,4,2005,0,136,S10_4757,81,4085553659,3086 Ingle Ln.,,San Jose,CA,94217,18,,Frick,Sue,0
10414,0.14285714285714285,1.0,3,0.16784099606857608,2005-05-06,On Hold,2,5,2005,0,136,S10_4757,37,6175559555,8616 Spinnaker Dr.,,Boston,MA,51003,18,,Yoshido,Juri,2
10103,0.39560439560439564,1.0,4,0.3614623397229696,2003-01-29,Shipped,1,1,2003,0,147,S10_4962,11,07-98 9555,Erling Skakkes gate 78,,Stavern,,4110,11,EMEA,Bergulfsen,Jonas,1
10114,0.27472527472527475,1.0,8,0.28110012227338804,2003-04-01,Shipped,2,4,2003,0,147,S10_4962,43,(1) 42.34.2555,"265, boulevard Charonne",,Paris,,75012,6,EMEA,Bertrand,Marie,1
10126,0.17582417582417587,1.0,4,0.21069623775887517,2003-05-28,Shipped,2,5,2003,0,147,S10_4962,24,(91) 555 22 82,"C/ Araquil, 67",,Madrid,,28023,14,EMEA,Sommer,Mart¡n,1
10140,0.21978021978021983,1.0,4,0.1989600512327702,2003-07-24,Shipped,3,7,2003,0,147,S10_4962,79,6505556809,9408 Furth Circle,,Burlingame,CA,94217,18,,Hirano,Juri,1
10150,0.15384615384615385,1.0,1,0.19918651066454818,2003-09-19,Shipped,3,9,2003,0,147,S10_4962,31,+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",,Singapore,,79903,13,Japan,Natividad,Eric,1
10164,0.16483516483516486,1.0,2,0.22459849404477872,2003-10-21,Resolved,4,10,2003,0,147,S10_4962,51,7675-3555,Kirchgasse 6,,Graz,,8010,1,EMEA,Mendel,Roland,1
10175,0.29670329670329676,1.0,9,0.3588573209996273,2003-11-06,Shipped,4,11,2003,0,147,S10_4962,76,(171) 555-0297,35 King George,,London,,WX3 6FW,17,EMEA,Brown,Ann,1
10183,0.2417582417582418,1.0,1,0.21699151585914522,2003-11-13,Shipped,4,11,2003,0,147,S10_4962,18,2155554695,782 First Street,,Philadelphia,PA,71270,18,,Cervantes,Francisca,1
10194,0.21978021978021983,1.0,4,0.2780458609759667,2003-11-25,Shipped,4,11,2003,0,147,S10_4962,71,78.32.5555,"2, rue du Commerce",,Lyon,,69004,6,EMEA,Saveley,Mary,1
10207,0.27472527472527475,1.0,15,0.26425609914805676,2003-12-09,Shipped,4,12,2003,0,147,S10_4962,29,6175552555,6251 Ingle Ln.,,Boston,MA,51003,18,,Franco,Valarie,1
10217,0.46153846153846156,1.0,4,0.48073734602780605,2004-02-04,Shipped,1,2,2004,0,147,S10_4962,38,+65 224 1555,Village Close - 106 Linden Road Sandown,2nd Floor,Singapore,,69045,13,APAC,Victorino,Wendy,0
10229,0.4835164835164836,1.0,9,0.43706449755784105,2004-03-11,Shipped,1,3,2004,0,147,S10_4962,55,4155551450,5677 Strong St.,,San Rafael,CA,97562,18,,Nelson,Valarie,1
10245,0.2417582417582418,1.0,2,0.30216084942874144,2004-05-04,Shipped,2,5,2004,0,147,S10_4962,78,2035559545,567 North Pendale Street,,New Haven,CT,97823,18,,Murphy,Leslie,1
10259,0.21978021978021983,1.0,12,0.2611084600979217,2004-06-15,Shipped,2,6,2004,0,147,S10_4962,38,+65 224 1555,Village Close - 106 Linden Road Sandown,2nd Floor,Singapore,,69045,13,APAC,Victorino,Wendy,1
10270,0.28571428571428575,1.0,2,0.2808648397468655,2004-07-19,Shipped,3,7,2004,0,147,S10_4962,75,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Level 6,Chatswood,NSW,2067,0,APAC,Huxley,Adrian,1
10281,0.41758241758241765,1.0,9,0.48074911015413224,2004-08-19,Shipped,3,8,2004,0,147,S10_4962,28,2155551555,7586 Pompton St.,,Allentown,PA,70267,18,,Yu,Kyung,0
10291,0.2637362637362638,1.0,4,0.24805910297066253,2004-09-08,Shipped,3,9,2004,0,147,S10_4962,72,0695-34 6555,?kergatan 24,,Boras,,S-844 67,15,EMEA,Larsson,Maria,1
10305,0.3516483516483517,1.0,13,0.45576063532164235,2004-10-13,Shipped,4,10,2004,0,147,S10_4962,48,6175558555,39323 Spinnaker Dr.,,Cambridge,MA,51247,18,,Hernandez,Marta,1
10313,0.3736263736263737,1.0,7,0.45555623362672587,2004-10-22,Shipped,4,10,2004,0,147,S10_4962,17,(604) 555-3392,1900 Oak St.,,Vancouver,BC,V3F 2K1,3,,Tannamuri,Yoshi,1
10322,0.43956043956043966,0.4801695842450766,8,0.17421274098996595,2004-11-04,Shipped,4,11,2004,0,147,S10_4962,60,6035558647,2304 Long Airport Avenue,,Nashua,NH,62005,18,,Young,Valarie,2
10334,0.21978021978021983,1.0,2,0.1989600512327702,2004-11-19,On Hold,4,11,2004,0,147,S10_4962,89,0921-12 3555,Berguvsv„gen  8,,Lule,,S-958 22,15,EMEA,Berglund,Christina,1
10347,0.23076923076923078,1.0,2,0.2901232071655294,2004-11-29,Shipped,4,11,2004,0,147,S10_4962,6,03 9520 4555,636 St Kilda Road,Level 3,Melbourne,Victoria,3004,0,APAC,Ferguson,Peter,1
10357,0.40659340659340665,1.0,9,0.3895977183476992,2004-12-10,Shipped,4,12,2004,0,147,S10_4962,55,4155551450,5677 Strong St.,,San Rafael,CA,97562,18,,Nelson,Valarie,1
10370,0.3186813186813187,0.5299507658643325,4,0.13344342594886874,2005-01-20,Shipped,1,1,2005,0,147,S10_4962,3,02 9936 8555,201 Miller Street,Level 15,North Sydney,NSW,2060,0,APAC,O'Hara,Anna,2
10381,0.3406593406593407,1.0,6,0.42272990962945217,2005-02-17,Shipped,1,2,2005,0,147,S10_4962,23,6505551386,7734 Strong St.,,San Francisco,CA,,18,,Brown,Julie,1
10391,0.3406593406593407,0.27379649890590807,7,0.09214031367572333,2005-03-09,Shipped,1,3,2005,0,147,S10_4962,3,02 9936 8555,201 Miller Street,Level 15,North Sydney,NSW,2060,0,APAC,O'Hara,Anna,2
10411,0.23076923076923078,1.0,2,0.29010335520235403,2005-05-01,Shipped,2,5,2005,0,147,S10_4962,65,(514) 555-8054,43 rue St. Laurent,,Montreal,Quebec,H1J 1C3,3,,Fresnisre,Jean,1
10425,0.3516483516483517,1.0,12,0.3979811288708572,2005-05-31,In Process,2,5,2005,0,147,S10_4962,44,40.67.8555,"67, rue des Cinquante Otages",,Nantes,,44000,6,EMEA,Labrune,Janine,1
10108,0.29670329670329676,1.0,6,0.3516753218775252,2003-03-03,Shipped,1,3,2003,0,194,S12_1099,25,+63 2 555 3587,15 McCallum Street - NatWest Center #13-03,,Makati City,,1227 MM,12,Japan,Cruz,Arnold,1
10122,0.39560439560439564,1.0,10,0.5233396590020933,2003-05-08,Shipped,2,5,2003,0,194,S12_1099,47,91.24.4555,"12, rue des Bouchers",,Marseille,,13008,6,EMEA,Lebihan,Laurence,0
10135,0.39560439560439564,1.0,7,0.553386708154819,2003-07-02,Shipped,3,7,2003,0,194,S12_1099,55,4155551450,5677 Strong St.,,San Rafael,CA,97562,18,,Nelson,Valarie,0
10147,0.46153846153846156,1.0,7,0.6443528149716156,2003-09-05,Shipped,3,9,2003,0,194,S12_1099,22,6175558555,7825 Douglas Av.,,Brickhaven,MA,58339,18,,Nelson,Allen,0
10159,0.38461538461538464,1.0,2,0.5745466951260491,2003-10-10,Shipped,4,10,2003,0,194,S12_1099,23,6505551386,7734 Strong St.,,San Francisco,CA,,18,,Brown,Julie,0
10169,0.2637362637362638,1.0,2,0.3336431219932548,2003-11-04,Shipped,4,11,2003,0,194,S12_1099,3,02 9936 8555,201 Miller Street,Level 15,North Sydney,NSW,2060,0,APAC,O'Hara,Anna,1
10181,0.23076923076923078,1.0,14,0.3624042050869553,2003-11-12,Shipped,4,11,2003,0,194,S12_1099,40,+47 2267 3215,"Drammen 121, PR 744 Sentrum",,Bergen,,N 5804,11,EMEA,Oeztan,Veysel,1
10191,0.16483516483516486,1.0,3,0.2469562161275879,2003-11-20,Shipped,4,11,2003,0,194,S12_1099,83,0221-5554327,Mehrheimerstr. 369,,Koln,,50739,7,EMEA,Pfalzheim,Henriette,1
10203,0.15384615384615385,1.0,8,0.2535367742912666,2003-12-02,Shipped,4,12,2003,0,194,S12_1099,33,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,14,EMEA,Freyre,Diego,1
10211,0.38461538461538464,1.0,2,0.5159135542587241,2004-01-15,Shipped,1,1,2004,0,194,S12_1099,9,(1) 47.55.6555,"25, rue Lauriston",,Paris,,75016,6,EMEA,Perrier,Dominique,0
10225,0.23076923076923078,1.0,9,0.2967339109029188,2004-02-22,Shipped,1,2,2004,0,194,S12_1099,87,0897-034555,Grenzacherweg 237,,Gensve,,1203,16,EMEA,Holz,Michael,1
10238,0.2417582417582418,1.0,3,0.38914185845256166,2004-04-09,Shipped,2,4,2004,0,194,S12_1099,27,31 12 3555,Vinb'ltet 34,,Kobenhavn,,1734,4,EMEA,Petersen,Jytte,1
10253,0.19780219780219782,1.0,13,0.25296033210128627,2004-06-01,Cancelled,2,6,2004,0,194,S12_1099,86,(171) 555-2282,Berkeley Gardens 12  Brewery,,Liverpool,,WX1 6LT,17,EMEA,Devon,Elizabeth,1
10266,0.41758241758241765,1.0,14,0.6380737125450439,2004-07-06,Shipped,3,7,2004,0,194,S12_1099,42,0522-556555,Strada Provinciale 124,,Reggio Emilia,,42100,9,EMEA,Moroni,Maurizio,0
10276,0.4835164835164836,1.0,3,0.6726778901333539,2004-08-02,Shipped,3,8,2004,0,194,S12_1099,61,6175557555,7635 Spinnaker Dr.,,Brickhaven,MA,58339,18,,Barajas,Miguel,0
10287,0.16483516483516486,1.0,12,0.2169091669748623,2004-08-30,Shipped,3,8,2004,0,194,S12_1099,87,0897-034555,Grenzacherweg 237,,Gensve,,1203,16,EMEA,Holz,Michael,1
10300,0.29670329670329676,1.0,5,0.3705523330835908,2003-10-04,Shipped,4,10,2003,0,194,S12_1099,13,+49 69 66 90 2555,Lyonerstr. 34,,Frankfurt,,60528,7,EMEA,Keitel,Roland,1
10310,0.29670329670329676,1.0,10,0.4744244217380469,2004-10-16,Shipped,4,10,2004,0,194,S12_1099,83,0221-5554327,Mehrheimerstr. 369,,Koln,,50739,7,EMEA,Pfalzheim,Henriette,1
10320,0.27472527472527475,1.0,3,0.4701224277921603,2004-11-03,Shipped,4,11,2004,0,194,S12_1099,89,0921-12 3555,Berguvsv„gen  8,,Lule,,S-958 22,15,EMEA,Berglund,Christina,1
10329,0.38461538461538464,0.6098194748358862,5,0.18000142640031708,2004-11-15,Shipped,4,11,2004,0,194,S12_1099,45,2125557818,897 Long Airport Avenue,,NYC,NY,10022,18,,Yu,Kwai,2
10341,0.4285714285714286,0.7216903719912473,2,0.22808582224258073,2004-11-24,Shipped,4,11,2004,0,194,S12_1099,70,6562-9555,Geislweg 14,,Salzburg,,5020,1,EMEA,Pipps,Georg,1
10363,0.29670329670329676,0.8001914660831511,3,0.17173712765621107,2005-01-06,Shipped,1,1,2005,0,194,S12_1099,77,+358 9 8045 555,"Software Engineering Center, SEC Oy",,Espoo,,FIN-02271,5,EMEA,Suominen,Kalle,2
10375,0.4285714285714286,0.6717724288840263,7,0.21600921131091344,2005-02-03,Shipped,1,2,2005,0,194,S12_1099,44,40.67.8555,"67, rue des Cinquante Otages",,Nantes,,44000,6,EMEA,Labrune,Janine,1
10389,0.21978021978021983,0.986870897155361,4,0.15388286018262337,2005-03-03,Shipped,1,3,2005,0,194,S12_1099,72,0695-34 6555,?kergatan 24,,Boras,,S-844 67,15,EMEA,Larsson,Maria,2
10419,0.06593406593406594,1.0,13,0.10875567159559055,2005-05-17,Shipped,2,5,2005,0,194,S12_1099,70,6562-9555,Geislweg 14,,Salzburg,,5020,1,EMEA,Pipps,Georg,2
10105,0.38461538461538464,1.0,15,0.6035165914620384,2003-02-11,Shipped,1,2,2003,0,207,S12_1108,27,31 12 3555,Vinb'ltet 34,,Kobenhavn,,1734,4,EMEA,Petersen,Jytte,0
10117,0.29670329670329676,1.0,9,0.4082335649640791,2003-04-16,Shipped,2,4,2003,0,207,S12_1108,31,+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",,Singapore,,79903,13,Japan,Natividad,Eric,1
10127,0.43956043956043966,1.0,2,0.7938630964503958,2003-06-03,Shipped,2,6,2003,0,207,S12_1108,58,2125557413,4092 Furth Circle,Suite 400,NYC,NY,10022,18,,Young,Jeff,0
10142,0.29670329670329676,1.0,12,0.5544697430347183,2003-08-08,Shipped,3,8,2003,0,207,S12_1108,55,4155551450,5677 Strong St.,,San Rafael,CA,97562,18,,Nelson,Valarie,0
10153,0.15384615384615385,1.0,11,0.3251214829857647,2003-09-28,Shipped,3,9,2003,0,207,S12_1108,33,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,14,EMEA,Freyre,Diego,1
10165,0.41758241758241765,1.0,3,0.5964698797926868,2003-10-22,Shipped,4,10,2003,0,207,S12_1108,31,+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",,Singapore,,79903,13,Japan,Natividad,Eric,0
10176,0.29670329670329676,1.0,2,0.5141195249939894,2003-11-06,Shipped,4,11,2003,0,207,S12_1108,42,0522-556555,Strada Provinciale 124,,Reggio Emilia,,42100,9,EMEA,Moroni,Maurizio,0
10185,0.16483516483516486,1.0,13,0.250106060951409,2003-11-14,Shipped,4,11,2003,0,207,S12_1108,54,5085559555,4575 Hillside Dr.,,New Bedford,MA,50553,18,,Tam,Wing C,1
10196,0.4505494505494506,1.0,5,0.6180261707695285,2003-11-26,Shipped,4,11,2003,0,207,S12_1108,78,2035559545,567 North Pendale Street,,New Haven,CT,97823,18,,Murphy,Leslie,0
10208,0.43956043956043966,1.0,13,0.5970874964248086,2004-01-02,Shipped,1,1,2004,0,207,S12_1108,71,78.32.5555,"2, rue du Commerce",,Lyon,,69004,6,EMEA,Saveley,Mary,0
10220,0.28571428571428575,1.0,2,0.49257205711189234,2004-02-12,Shipped,1,2,2004,0,207,S12_1108,20,+353 1862 1555,25 Maiden Lane,Floor No. 4,Dublin,,2,8,EMEA,Cassidy,Dean,0
10231,0.39560439560439564,1.0,2,0.5805927207997843,2004-03-19,Shipped,1,3,2004,0,207,S12_1108,15,+34 913 728 555,"Merchants House, 27-30 Merchant's Quay",,Madrid,,28023,14,EMEA,Fernandez,Jesus,0
10247,0.41758241758241765,1.0,2,0.7443802400911134,2004-05-05,Shipped,2,5,2004,0,207,S12_1108,77,+358 9 8045 555,"Software Engineering Center, SEC Oy",,Espoo,,FIN-02271,5,EMEA,Suominen,Kalle,0
10272,0.3186813186813187,1.0,2,0.392353464939595,2004-07-20,Shipped,3,7,2004,0,207,S12_1108,28,2155551555,7586 Pompton St.,,Allentown,PA,70267,18,,Yu,Kyung,1
10282,0.38461538461538464,1.0,5,0.4844717208784569,2004-08-20,Shipped,3,8,2004,0,207,S12_1108,55,4155551450,5677 Strong St.,,San Rafael,CA,97562,18,,Nelson,Valarie,0
10293,0.43956043956043966,1.0,8,0.5830176013387577,2004-09-09,Shipped,3,9,2004,0,207,S12_1108,2,011-4988555,Via Monte Bianco 34,,Torino,,10100,9,EMEA,Accorti,Paolo,0
10306,0.27472527472527475,1.0,13,0.44767132795663755,2004-10-14,Shipped,4,10,2004,0,207,S12_1108,0,(171) 555-1555,Fauntleroy Circus,,Manchester,,EC2 5NT,17,EMEA,Ashworth,Victoria,1
10314,0.3516483516483517,1.0,5,0.5509515340053102,2004-10-22,Shipped,4,10,2004,0,207,S12_1108,39,86 21 3555,Smagsloget 45,,Aaarhus,,8200,4,EMEA,Ibsen,Palle,0
10325,0.39560439560439564,0.5076586433260394,8,0.1621883333688708,2004-11-05,Shipped,4,11,2004,0,207,S12_1108,11,07-98 9555,Erling Skakkes gate 78,,Stavern,,4110,11,EMEA,Bergulfsen,Jonas,2
10336,0.29670329670329676,0.41493435448577676,10,0.10338681844350317,2004-11-20,Shipped,4,11,2004,0,207,S12_1108,43,(1) 42.34.2555,"265, boulevard Charonne",,Paris,,75012,6,EMEA,Bertrand,Marie,2
10348,0.46153846153846156,0.3484682713347921,8,0.1493419074207374,2004-11-01,Shipped,4,11,2004,0,207,S12_1108,24,(91) 555 22 82,"C/ Araquil, 67",,Madrid,,28023,14,EMEA,Sommer,Mart¡n,2
10359,0.39560439560439564,1.0,8,0.31486316482937976,2004-12-15,Shipped,4,12,2004,0,207,S12_1108,66,26.47.1555,59 rue de l'Abbaye,,Reims,,51100,6,EMEA,Henriot,Paul,1
10371,0.28571428571428575,1.0,6,0.22634987835158127,2005-01-23,Shipped,1,1,2005,0,207,S12_1108,55,4155551450,5677 Strong St.,,San Rafael,CA,97562,18,,Nelson,Valarie,1
10382,0.3076923076923077,1.0,10,0.24568716100015664,2005-02-17,Shipped,1,2,2005,0,207,S12_1108,55,4155551450,5677 Strong St.,,San Rafael,CA,97562,18,,Nelson,Valarie,1
10395,0.29670329670329676,0.5776805251641138,1,0.13226039599519732,2005-03-17,Shipped,1,3,2005,0,207,S12_1108,46,+33 1 46 62 7555,27 rue du Colonel Pierre Avia,,Paris,,75508,6,EMEA,Da Cunha,Daniel,2
10413,0.3296703296703297,1.0,2,0.6025931075454372,2005-05-05,Shipped,2,5,2005,0,207,S12_1108,35,2035552570,25593 South Bay Ln.,,Bridgewater,CT,97562,18,,King,Julie,0
10103,0.23076923076923078,1.0,8,0.2141695960566649,2003-01-29,Shipped,1,1,2003,5,136,S12_1666,11,07-98 9555,Erling Skakkes gate 78,,Stavern,,4110,11,EMEA,Bergulfsen,Jonas,1
10113,0.16483516483516486,1.0,2,0.21567393371061871,2003-03-26,Shipped,1,3,2003,5,136,S12_1666,55,4155551450,5677 Strong St.,,San Rafael,CA,97562,18,,Nelson,Valarie,1
10126,0.16483516483516486,1.0,8,0.1439223214738686,2003-05-28,Shipped,2,5,2003,5,136,S12_1666,24,(91) 555 22 82,"C/ Araquil, 67",,Madrid,,28023,14,EMEA,Sommer,Mart¡n,2
10140,0.3516483516483517,1.0,8,0.3196658694020222,2003-07-24,Shipped,3,7,2003,5,136,S12_1666,79,6505556809,9408 Furth Circle,,Burlingame,CA,94217,18,,Hirano,Juri,1
10150,0.2637362637362638,1.0,5,0.26601410077591775,2003-09-19,Shipped,3,9,2003,5,136,S12_1666,31,+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",,Singapore,,79903,13,Japan,Natividad,Eric,1
10164,0.4725274725274726,1.0,6,0.4471051793771926,2003-10-21,Resolved,4,10,2003,5,136,S12_1666,51,7675-3555,Kirchgasse 6,,Graz,,8010,1,EMEA,Mendel,Roland,1
10174,0.40659340659340665,1.0,1,0.46579249404624934,2003-11-06,Shipped,4,11,2003,5,136,S12_1666,7,61-7-3844-6555,31 Duncan St. West End,,South Brisbane,Queensland,4101,0,APAC,Calaghan,Tony,1
10183,0.38461538461538464,1.0,5,0.41775956625666244,2003-11-13,Shipped,4,11,2003,5,136,S12_1666,18,2155554695,782 First Street,,Philadelphia,PA,71270,18,,Cervantes,Francisca,1
10194,0.3516483516483517,1.0,8,0.32732137460875094,2003-11-25,Shipped,4,11,2003,5,136,S12_1666,71,78.32.5555,"2, rue du Commerce",,Lyon,,69004,6,EMEA,Saveley,Mary,1
10206,0.2417582417582418,1.0,3,0.26279808274151206,2003-12-05,Shipped,4,12,2003,5,136,S12_1666,17,(604) 555-3392,1900 Oak St.,,Vancouver,BC,V3F 2K1,3,,Tannamuri,Yoshi,1
10216,0.40659340659340665,1.0,1,0.3880169138726255,2004-02-02,Shipped,1,2,2004,5,136,S12_1666,8,30.59.8555,"67, avenue de l'Europe",,Versailles,,78000,6,EMEA,Tonini,Daniel,1
10229,0.20879120879120883,1.0,13,0.218288510786601,2004-03-11,Shipped,1,3,2004,5,136,S12_1666,55,4155551450,5677 Strong St.,,San Rafael,CA,97562,18,,Nelson,Valarie,1
10245,0.3516483516483517,1.0,6,0.39985309547250253,2004-05-04,Shipped,2,5,2004,5,136,S12_1666,78,2035559545,567 North Pendale Street,,New Haven,CT,97823,18,,Murphy,Leslie,1
10258,0.38461538461538464,1.0,3,0.45483862192083196,2004-06-15,Shipped,2,6,2004,5,136,S12_1666,82,+81 3 3584 0555,2-2-8 Roppongi,,Minato-ku,Tokyo,106-0032,10,Japan,Shimamura,Akiko,1
10270,0.2417582417582418,1.0,6,0.26561853202820157,2004-07-19,Shipped,3,7,2004,5,136,S12_1666,75,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Level 6,Chatswood,NSW,2067,0,APAC,Huxley,Adrian,1
10281,0.20879120879120883,1.0,13,0.18060654364821735,2004-08-19,Shipped,3,8,2004,5,136,S12_1666,28,2155551555,7586 Pompton St.,,Allentown,PA,70267,18,,Yu,Kyung,2
10291,0.38461538461538464,1.0,8,0.43421904950270845,2004-09-08,Shipped,3,9,2004,5,136,S12_1666,72,0695-34 6555,?kergatan 24,,Boras,,S-844 67,15,EMEA,Larsson,Maria,1
10304,0.3626373626373627,1.0,3,0.4348219609769226,2004-10-11,Shipped,4,10,2004,5,136,S12_1666,8,30.59.8555,"67, avenue de l'Europe",,Versailles,,78000,6,EMEA,Tonini,Daniel,1
10313,0.16483516483516486,1.0,11,0.16079869594659676,2004-10-22,Shipped,4,10,2004,5,136,S12_1666,17,(604) 555-3392,1900 Oak St.,,Vancouver,BC,V3F 2K1,3,,Tannamuri,Yoshi,2
10322,0.23076923076923078,1.0,9,0.31630794659380757,2004-11-04,Shipped,4,11,2004,5,136,S12_1666,60,6035558647,2304 Long Airport Avenue,,Nashua,NH,62005,18,,Young,Valarie,1
10333,0.29670329670329676,0.9891958424507659,6,0.20526929923305254,2004-11-18,Shipped,4,11,2004,5,136,S12_1666,56,6505555787,5557 North Pendale Street,,San Francisco,CA,,18,,Murphy,Julie,1
10347,0.2527472527472528,1.0,3,0.22824610846377424,2004-11-29,Shipped,4,11,2004,5,136,S12_1666,6,03 9520 4555,636 St Kilda Road,Level 3,Melbourne,Victoria,3004,0,APAC,Ferguson,Peter,1
10357,0.4725274725274726,1.0,8,0.4027911860224534,2004-12-10,Shipped,4,12,2004,5,136,S12_1666,55,4155551450,5677 Strong St.,,San Rafael,CA,97562,18,,Nelson,Valarie,1
10370,0.4725274725274726,1.0,8,0.5873247420899118,2005-01-20,Shipped,1,1,2005,5,136,S12_1666,3,02 9936 8555,201 Miller Street,Level 15,North Sydney,NSW,2060,0,APAC,O'Hara,Anna,0
10381,0.15384615384615385,1.0,1,0.18159914180698453,2005-02-17,Shipped,1,2,2005,5,136,S12_1666,23,6505551386,7734 Strong St.,,San Francisco,CA,,18,,Brown,Julie,2
10391,0.3626373626373627,0.4967177242888403,9,0.14577737714392017,2005-03-09,Shipped,1,3,2005,5,136,S12_1666,3,02 9936 8555,201 Miller Street,Level 15,North Sydney,NSW,2060,0,APAC,O'Hara,Anna,2
10411,0.3736263736263737,1.0,6,0.4227637314926398,2005-05-01,Shipped,2,5,2005,5,136,S12_1666,65,(514) 555-8054,43 rue St. Laurent,,Montreal,Quebec,H1J 1C3,3,,Fresnisre,Jean,1
10424,0.4725274725274726,1.0,3,0.5505044972049172,2005-05-31,In Process,2,5,2005,5,136,S12_1666,33,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,14,EMEA,Freyre,Diego,0
10107,0.16483516483516486,1.0,1,0.18781942360192555,2003-02-24,Shipped,1,2,2003,1,150,S12_2823,45,2125557818,897 Long Airport Avenue,,NYC,NY,10022,18,,Yu,Kwai,1
10121,0.4835164835164836,1.0,4,0.573638651625251,2003-05-07,Shipped,2,5,2003,1,150,S12_2823,66,26.47.1555,59 rue de l'Abbaye,,Reims,,51100,6,EMEA,Henriot,Paul,0
10134,0.15384615384615385,1.0,1,0.1638941316861596,2003-07-01,Shipped,3,7,2003,1,150,S12_2823,46,+33 1 46 62 7555,27 rue du Colonel Pierre Avia,,Paris,,75508,6,EMEA,Da Cunha,Daniel,2
10145,0.4725274725274726,1.0,5,0.5777413906814886,2003-08-25,Shipped,3,8,2003,1,150,S12_2823,85,6265557265,78934 Hillside Dr.,,Pasadena,CA,90003,18,,Young,Julie,0
10159,0.3516483516483517,1.0,13,0.4232666478930819,2003-10-10,Shipped,4,10,2003,1,150,S12_2823,23,6505551386,7734 Strong St.,,San Francisco,CA,,18,,Brown,Julie,1
10169,0.3186813186813187,1.0,13,0.3056555302054973,2003-11-04,Shipped,4,11,2003,1,150,S12_2823,3,02 9936 8555,201 Miller Street,Level 15,North Sydney,NSW,2060,0,APAC,O'Hara,Anna,1
10180,0.3736263736263737,1.0,8,0.46067362857859223,2003-11-11,Shipped,4,11,2003,1,150,S12_2823,26,20.16.1555,"184, chausse de Tournai",,Lille,,59000,6,EMEA,Rance,Martine,1
10189,0.2417582417582418,1.0,1,0.29633466586572577,2003-11-18,Shipped,4,11,2003,1,150,S12_2823,85,6265557265,78934 Hillside Dr.,,Pasadena,CA,90003,18,,Young,Julie,1
10201,0.20879120879120883,1.0,1,0.26078641713974393,2003-12-01,Shipped,4,12,2003,1,150,S12_2823,56,6505555787,5557 North Pendale Street,,San Francisco,CA,,18,,Murphy,Julie,1
10211,0.3296703296703297,1.0,13,0.3154013736088002,2004-01-15,Shipped,1,1,2004,1,150,S12_2823,9,(1) 47.55.6555,"25, rue Lauriston",,Paris,,75016,6,EMEA,Perrier,Dominique,1
10224,0.40659340659340665,1.0,6,0.4121716062517509,2004-02-21,Shipped,1,2,2004,1,150,S12_2823,26,20.16.1555,"184, chausse de Tournai",,Lille,,59000,6,EMEA,Rance,Martine,1
10237,0.28571428571428575,1.0,6,0.27286523384509737,2004-04-05,Shipped,2,4,2004,1,150,S12_2823,88,2125551500,2678 Kingston Rd.,Suite 101,NYC,NY,10022,18,,Frick,Michael,1
10251,0.43956043956043966,1.0,1,0.519838360904279,2004-05-18,Shipped,2,5,2004,1,150,S12_2823,80,2015559350,7476 Moss Rd.,,Newark,NJ,94019,18,,Brown,William,0
10263,0.46153846153846156,1.0,1,0.43764535129519366,2004-06-28,Shipped,2,6,2004,1,150,S12_2823,35,2035552570,25593 South Bay Ln.,,Bridgewater,CT,97562,18,,King,Julie,1
